foodid,annotated_food_name,dietary_supplement_cat,dietary_supplement_subcat,breakfast_cereal_cat,breakfast_cereal_subcat,side_dish_cat,side_dish_subcat,condiment_cat,condiment_subcat,beverage_cat,beverage_subcat,snack_cat,snack_subcat,dessert_cat,dessert_subcat,fast_food_brand_cat,fast_food_brand_subcat,snack_brand_cat,snack_brand_subcat,herb_spice_cat,herb_spice_subcat,staple_cat,staple_subcat,meat_cat,meat_subcat,egg_dairy_cat,egg_dairy_subcat,vegetable_cat,vegetable_subcat,mushroom_cat,mushroom_subcat,fruit_cat,fruit_subcat,nut_seed_cat,nut_seed_subcat,bean_legume_cat,bean_legume_subcat,preparation_cat,preparation_subcat,volume_q,volume_unit,mass_q,mass_unit,length_q,length_unit,serving_q,serving_unit,calories,fat,carbs,sodium,potassium,fiber,sugar,protein,calcium,iron
2988,"{""beverage__milk_substitutes"": 1, ""beverage__milk_substitutes__coconutmilk"": 1, ""beverage"": 1}",-,-,-,-,-,-,-,-,beverage,milk_substitutes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118.29,milliliter,-,-,-,-,-,-,40,3,4,23,-,-,3,0,-,-
2989,"{""staple__wheat"": 1, ""fruit__tropical__banana"": 1, ""dessert__confectionery__chocolate"": 1, ""dessert"": 1, ""staple__wheat__bread"": 1, ""fruit"": 1, ""dessert__confectionery"": 1, ""staple"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,-,-,-,-,1.00,slice,229,9,36,212,-,-,0,3,-,-
2990,"{""egg_dairy"": 1, ""staple__wheat"": 1, ""meat"": 1, ""staple__wheat__pizza"": 1, ""staple"": 1, ""meat__meat"": 1, ""egg_dairy__dairy_product__cheese"": 1, ""meat__meat__meat"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,meat,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170,8,17,465,-,-,3,9,-,-
2991,"{""breakfast_cereal"": 1, ""dessert__confectionery__chocolate"": 1, ""dessert"": 1, ""breakfast_cereal__breakfast_cereal"": 1, ""dessert__confectionery__caramel"": 1, ""dessert__confectionery"": 1, ""breakfast_cereal__breakfast_cereal__special_k"": 1}",-,-,breakfast_cereal,breakfast_cereal,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,bar,170,5,25,180,-,-,15,10,-,-
2992,"{""staple__wheat__bagel"": 1, ""snack__snack"": 1, ""snack"": 1, ""meat"": 1, ""egg_dairy__egg"": 1, ""snack__snack__donut"": 1, ""egg_dairy__egg__egg"": 1, ""meat__pork__bacon"": 1, ""meat__pork"": 1, ""egg_dairy"": 1, ""staple__wheat"": 1, ""egg_dairy__dairy_product__cheese"": 1, ""staple__wheat__sandwich"": 1, ""staple"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,-,-,-,-,-,-,-,-,staple,wheat,meat,pork,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,sandwich,490,13,70,-,-,5,7,24,-,-
2993,"{""snack__snack"": 1, ""snack"": 1, ""snack__snack__donut"": 1, ""side_dish"": 1, ""side_dish__potatoes"": 1, ""side_dish__potatoes__hash_brown"": 1}",-,-,-,-,side_dish,potatoes,-,-,-,-,snack,snack,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.00,pc,130,7,15,-,-,2,0,1,-,-
2994,"{""preparation"": 1, ""vegetable__leafy_salad__kale"": 1, ""preparation__mechanical"": 1, ""vegetable__leafy_salad"": 1, ""preparation__mechanical__cut"": 1, ""vegetable"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,leafy_salad,-,-,-,-,-,-,-,-,preparation,mechanical,236.59,milliliter,-,-,-,-,-,-,25,0,3,-,-,2,0,2,-,-
2995,"{""herb_spice__spices__vanilla"": 1, ""beverage__coffee"": 1, ""beverage"": 1, ""fast_food_brand"": 1, ""herb_spice"": 1, ""herb_spice__spices"": 1, ""fast_food_brand__fast_food"": 1, ""fast_food_brand__fast_food__mcdonalds"": 1, ""beverage__coffee__coffee"": 1}",-,-,-,-,-,-,-,-,beverage,coffee,-,-,-,-,fast_food_brand,fast_food,-,-,herb_spice,spices,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,453.59,gram,-,-,-,-,120,5,9,-,-,0,1,1,-,-
2996,"{""egg_dairy__egg"": 1, ""staple__wheat"": 1, ""egg_dairy__egg__egg"": 1, ""egg_dairy"": 1, ""fast_food_brand"": 1, ""staple__wheat__muffin"": 1, ""fast_food_brand__fast_food"": 1, ""staple"": 1, ""fast_food_brand__fast_food__mcdonalds"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,staple,wheat,-,-,egg_dairy,egg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,muffin,250,7,30,-,-,4,3,18,-,-
2997,"{""meat__beef__beef"": 1, ""fast_food_brand__fast_food__arbys"": 1, ""meat"": 1, ""meat__beef"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,meat,beef,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125,3,20,-,-,1,3,5,-,-
2998,"{""preparation__fat__sauteed"": 1, ""vegetable__bulb_stem_vegetables"": 1, ""preparation"": 1, ""vegetable"": 1, ""preparation__fat"": 1, ""vegetable__bulb_stem_vegetables__asparagus"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,bulb_stem_vegetables,-,-,-,-,-,-,-,-,preparation,fat,236.59,milliliter,-,-,-,-,-,-,27,0,5,-,-,3,3,3,-,-
2999,"{""meat__beef__beef"": 1, ""egg_dairy"": 1, ""staple__wheat"": 1, ""fast_food_brand__fast_food__arbys"": 1, ""meat"": 1, ""staple__wheat__sandwich"": 1, ""egg_dairy__dairy_product__cheddar"": 1, ""meat__beef"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1, ""staple"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,staple,wheat,meat,beef,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,195.00,gram,-,-,1.00,sandwich,450,20,45,-,-,2,9,24,-,-
3000,"{""dessert__ice_cream"": 1, ""snack__snack"": 1, ""snack"": 1, ""dessert"": 1, ""dessert__ice_cream__ice_cream_bar"": 1, ""snack__snack__snicker"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,dessert,ice_cream,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.00,gram,-,-,3.00,bar,540,33,54,-,-,3,45,9,-,-
3001,"{""meat"": 1, ""vegetable__vegetables__vegetable"": 1, ""vegetable__vegetables"": 1, ""staple__rice__rice"": 1, ""staple__rice"": 1, ""vegetable"": 1, ""meat__poultry__chicken"": 1, ""staple"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,rice,meat,poultry,-,-,vegetable,vegetables,-,-,-,-,-,-,-,-,-,-,-,-,481.94,gram,-,-,-,-,610,11,51,-,-,0,2,66,-,-
3002,"{""preparation__fat__fried"": 1, ""preparation"": 1, ""vegetable"": 1, ""preparation__fat"": 1, ""vegetable__fruits"": 1, ""vegetable__fruits__tomato"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,fruits,-,-,-,-,-,-,-,-,preparation,fat,-,-,-,-,-,-,2.00,slice,123,4,20,-,-,3,0,3,-,-
3003,"{""dessert__confectionery__chocolate"": 1, ""dessert"": 1, ""dietary_supplement__energy_food_products"": 1, ""dietary_supplement__energy_food_products__clif_bar"": 1, ""dessert__confectionery"": 1, ""dietary_supplement"": 1}",dietary_supplement,energy_food_products,-,-,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.02,gram,-,-,0.50,bar,135,4,15,-,-,2,10,10,-,-
3004,"{""staple__wheat"": 1, ""fast_food_brand__fast_food__arbys"": 1, ""staple__wheat__sandwich"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,sandwich,590,28,48,-,-,2,5,38,-,-
3005,"{""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1, ""fast_food_brand__fast_food__papa_john"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157.00,gram,-,-,3.00,slice,990,42,117,-,-,6,15,39,-,-
3006,"{""egg_dairy__egg"": 1, ""egg_dairy__egg__omelette"": 1, ""egg_dairy"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,egg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,367.00,gram,-,-,-,-,832,69,8,-,-,0,0,42,-,-
3007,"{""meat"": 1, ""side_dish__salad__salad"": 1, ""preparation__mechanical__chopped"": 1, ""preparation__mechanical"": 1, ""preparation"": 1, ""side_dish"": 1, ""side_dish__salad"": 1, ""meat__poultry__chicken"": 1, ""meat__poultry"": 1}",-,-,-,-,side_dish,salad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,preparation,mechanical,-,-,219.71,gram,-,-,-,-,250,18,6,-,-,1,1,19,-,-
3008,"{""egg_dairy"": 1, ""staple__wheat"": 1, ""meat__poultry__chicken"": 1, ""meat"": 1, ""side_dish__soup"": 1, ""egg_dairy__dairy_product__cream"": 1, ""staple__wheat__bread"": 1, ""staple"": 1, ""side_dish"": 1, ""staple__rice"": 1, ""staple__rice__rice"": 1, ""side_dish__soup__soup"": 1, ""egg_dairy__dairy_product"": 1, ""meat__poultry"": 1}",-,-,-,-,side_dish,soup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,rice,meat,poultry,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,236.59,milliliter,-,-,-,-,-,-,210,13,16,-,-,0,5,6,-,-
3009,"{""meat"": 1, ""bean_legume"": 1, ""staple__rice__rice"": 1, ""staple__rice"": 1, ""bean_legume__legume__bean"": 1, ""meat__poultry__chicken"": 1, ""bean_legume__legume"": 1, ""staple"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,rice,meat,poultry,-,-,-,-,-,-,-,-,-,-,bean_legume,legume,-,-,-,-,-,-,-,-,-,-,810,29,92,-,-,15,7,49,-,-
3010,"{""meat"": 1, ""dessert"": 1, ""dessert__cake"": 1, ""dessert__cake__waffle"": 1, ""meat__poultry__chicken"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,cake,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.00,waffle,580,20,76,-,-,0,18,30,-,-
3011,"{""egg_dairy__egg"": 1, ""egg_dairy"": 1, ""vegetable__vegetables__veggie"": 1, ""vegetable__vegetables"": 1, ""vegetable"": 1, ""egg_dairy__egg__omelet"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,egg,vegetable,vegetables,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,492,36,12,-,-,3,7,23,-,-
3012,"{""snack_brand__snack_brand__milano"": 1, ""dessert"": 1, ""snack_brand"": 1, ""snack_brand__snack_brand"": 1, ""dessert__cookies__cooky"": 1, ""dessert__cookies"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,cookies,-,-,snack_brand,snack_brand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,3,7,-,-,0,4,1,-,-
3013,"{""meat"": 1, ""meat__pork__bacon"": 1, ""meat__pork"": 1, ""vegetable__podded_vegetables"": 1, ""vegetable"": 1, ""vegetable__podded_vegetables__green_bean"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,pork,-,-,vegetable,podded_vegetables,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,serving,80,4,7,-,-,3,0,3,-,-
3014,"{""preparation__mechanical__whipped"": 1, ""egg_dairy"": 1, ""fast_food_brand__fast_food__starbucks"": 1, ""beverage__coffee__mocha"": 1, ""preparation__mechanical"": 1, ""egg_dairy__dairy_product__cream"": 1, ""preparation"": 1, ""beverage__coffee"": 1, ""beverage"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,beverage,coffee,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,preparation,mechanical,-,-,340.19,gram,-,-,-,-,100,1,13,-,-,3,11,10,-,-
3015,"{""meat"": 1, ""beverage"": 1, ""meat__poultry"": 1, ""beverage__alcohol"": 1, ""beverage__alcohol__bourbon"": 1, ""meat__poultry__chicken"": 1}",-,-,-,-,-,-,-,-,beverage,alcohol,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118.29,milliliter,-,-,-,-,-,-,186,5,13,-,-,0,0,16,-,-
3016,"{""beverage__coffee__cappuccino"": 1, ""beverage__coffee"": 1, ""beverage"": 1, ""herb_spice"": 1, ""herb_spice__spices"": 1, ""herb_spice__spices__vanilla"": 1}",-,-,-,-,-,-,-,-,beverage,coffee,-,-,-,-,-,-,-,-,herb_spice,spices,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,236.59,milliliter,-,-,-,-,-,-,166,8,24,-,-,0,23,0,-,-
3017,"{""preparation__dry"": 1, ""fruit__temperate"": 1, ""preparation__dry__smoked"": 1, ""meat"": 1, ""fruit__temperate__apple"": 1, ""preparation"": 1, ""fruit"": 1, ""meat__sausage"": 1, ""meat__sausage__sausage"": 1, ""meat__poultry"": 1, ""meat__poultry__chicken"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,fruit,temperate,-,-,-,-,preparation,dry,-,-,91.00,gram,-,-,-,-,180,13,3,-,-,0,2,13,-,-
3018,"{""staple__wheat__noodle"": 1, ""staple__wheat"": 1, ""staple"": 1, ""staple__wheat__lasagna"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.50,piece,100,1,21,-,-,1,1,3,-,-
3019,"{""egg_dairy"": 1, ""snack"": 1, ""egg_dairy__dairy_product__cheddar"": 1, ""snack__snack__popcorn"": 1, ""snack__snack"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.35,gram,-,-,-,-,35,0,14,-,-,2,2,3,-,-
3020,"{""condiment__condiment__peanut_butter"": 1, ""breakfast_cereal"": 1, ""dessert__confectionery__chocolate"": 1, ""condiment"": 1, ""breakfast_cereal__breakfast_cereal"": 1, ""dessert"": 1, ""dessert__confectionery"": 1, ""breakfast_cereal__breakfast_cereal__special_k"": 1, ""condiment__condiment"": 1}",-,-,breakfast_cereal,breakfast_cereal,-,-,condiment,condiment,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.00,gram,-,-,1.00,bar,180,6,25,250,-,5,-,10,-,-
3021,"{""fruit__tropical__prune"": 1, ""fruit__temperate"": 1, ""fruit__temperate__plum"": 1, ""fruit"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,59.15,milliliter,-,-,-,-,-,-,100,0,25,0,-,3,-,1,-,-
3022,"{""dietary_supplement__bodybuilding_supplements__protein_bar"": 1, ""condiment__condiment__peanut_butter"": 1, ""breakfast_cereal"": 1, ""dessert__confectionery__chocolate"": 1, ""condiment"": 1, ""breakfast_cereal__breakfast_cereal"": 1, ""dietary_supplement__bodybuilding_supplements"": 1, ""dessert__confectionery"": 1, ""dessert"": 1, ""dietary_supplement"": 1, ""breakfast_cereal__breakfast_cereal__special_k"": 1, ""condiment__condiment"": 1}",dietary_supplement,bodybuilding_supplements,breakfast_cereal,breakfast_cereal,-,-,condiment,condiment,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.00,gram,-,-,-,-,170,6,23,250,-,5,-,10,-,-
3023,"{""snack_brand"": 1, ""nut_seed__pseudocereal"": 1, ""nut_seed"": 1, ""snack_brand__snack_brand"": 1, ""nut_seed__pseudocereal__chia"": 1, ""snack_brand__snack_brand__red_mill"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,snack_brand,snack_brand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nut_seed,pseudocereal,-,-,-,-,14.79,milliliter,-,-,-,-,-,-,60,5,5,0,-,5,-,3,-,-
3024,"{""fruit__tropical__pistachio"": 1, ""preparation__dry"": 1, ""preparation__dry__roasted"": 1, ""condiment__condiment"": 1, ""preparation"": 1, ""fruit"": 1, ""condiment__condiment__salt"": 1, ""condiment"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,preparation,dry,118.29,milliliter,-,-,-,-,-,-,170,14,8,160,-,3,-,6,-,-
3025,"{""preparation__dry"": 1, ""meat__pork__pork"": 1, ""meat"": 1, ""preparation__mechanical"": 1, ""preparation"": 1, ""meat__pork"": 1, ""preparation__mechanical__cut"": 1, ""preparation__dry__grilled"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,pork,-,-,-,-,-,-,-,-,-,-,-,-,preparation,dry,-,-,226.80,gram,-,-,-,-,420,16,2,280,-,0,-,48,-,-
3026,"{""nut_seed__pseudocereal__flax"": 1, ""staple__wheat"": 1, ""nut_seed__pseudocereal"": 1, ""nut_seed"": 1, ""staple__wheat__bread"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,nut_seed,pseudocereal,-,-,-,-,-,-,38.00,gram,-,-,2.00,slice,160,2,32,280,-,8,-,10,-,-
3027,"{""preparation__mechanical"": 1, ""staple__other_cereal"": 1, ""preparation"": 1, ""preparation__mechanical__cut"": 1, ""staple__other_cereal__oat"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,other_cereal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,preparation,mechanical,59.15,milliliter,-,-,-,-,-,-,150,3,27,0,-,4,-,5,-,-
3028,"{""vegetable"": 1, ""vegetable__vegetables"": 1, ""vegetable__vegetables__vegetarian"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,vegetables,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,tablet,0,0,0,0,-,0,-,0,-,-
3029,"{""fruit__tropical__banana"": 1, ""fruit__berry__strawberry"": 1, ""fruit"": 1, ""fruit__berry"": 1, ""fruit__tropical__orange"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,-,-,-,-,1.00,medium,530,8,114,125,-,3,-,3,-,-
3030,"{""snack__snack"": 1, ""snack"": 1, ""snack__snack__popcorn"": 1, ""staple__maize"": 1, ""staple__maize__corn"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,-,-,-,-,-,-,-,-,staple,maize,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.36,milliliter,36.00,gram,-,-,-,-,130,2,25,0,-,5,-,4,-,-
3031,"{""fruit__temperate"": 1, ""egg_dairy"": 1, ""fruit__temperate__apple"": 1, ""fruit"": 1, ""herb_spice__spices__cinnamon"": 1, ""egg_dairy__dairy_product__yogurt"": 1, ""herb_spice"": 1, ""herb_spice__spices"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,herb_spice,spices,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,fruit,temperate,-,-,-,-,-,-,-,-,150.12,gram,-,-,-,-,145,3,18,60,-,1,-,11,-,-
3032,"{""preparation"": 1, ""preparation__mechanical__chopped"": 1, ""preparation__mechanical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,preparation,mechanical,473.18,milliliter,85.00,gram,-,-,-,-,15,0,3,5,-,2,-,1,-,-
3033,"{""preparation__dry"": 1, ""staple__wheat"": 1, ""meat"": 1, ""condiment"": 1, ""condiment__condiment"": 1, ""staple__wheat__wrap"": 1, ""preparation"": 1, ""condiment__condiment__ranch"": 1, ""fast_food_brand"": 1, ""preparation__dry__grilled"": 1, ""meat__poultry__chicken"": 1, ""fast_food_brand__fast_food"": 1, ""staple"": 1, ""fast_food_brand__fast_food__mcdonalds"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,staple,wheat,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,preparation,dry,-,-,297.67,gram,-,-,1.00,wrap,450,18,42,1170,-,3,-,30,-,-
3034,"{""fruit__temperate"": 1, ""breakfast_cereal"": 1, ""fruit__temperate__apple"": 1, ""breakfast_cereal__breakfast_cereal"": 1, ""fruit"": 1, ""breakfast_cereal__breakfast_cereal__cereal"": 1}",-,-,breakfast_cereal,breakfast_cereal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,temperate,-,-,-,-,-,-,-,-,28.00,gram,-,-,-,-,110,1,25,130,-,3,-,1,-,-
3035,"{""fruit__tropical__pineapple"": 1, ""fruit"": 1, ""fruit__tropical__orange"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,-,-,-,-,1.00,can,50,0,13,60,-,0,-,0,-,-
3036,"{""staple__wheat"": 1, ""meat"": 1, ""staple__wheat__pizza"": 1, ""fast_food_brand"": 1, ""meat__sausage"": 1, ""fast_food_brand__fast_food__domino"": 1, ""meat__sausage__sausage"": 1, ""fast_food_brand__fast_food"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,staple,wheat,meat,sausage,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,slice,230,10,26,520,-,1,-,9,-,-
3037,"{""condiment__condiment"": 1, ""bean_legume"": 1, ""bean_legume__soy_product__edamame"": 1, ""bean_legume__soy_product"": 1, ""condiment__condiment__salt"": 1, ""condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,bean_legume,soy_product,-,-,-,-,-,-,-,-,-,-,55,2,6,120,-,2,-,5,-,-
3038,"{""preparation__dry"": 1, ""preparation__dry__grilled"": 1, ""meat"": 1, ""side_dish__salad__salad"": 1, ""condiment__condiment"": 1, ""meat__pork__bacon"": 1, ""meat__pork"": 1, ""preparation"": 1, ""side_dish"": 1, ""condiment__condiment__ranch"": 1, ""fast_food_brand"": 1, ""side_dish__salad"": 1, ""fast_food_brand__fast_food"": 1, ""meat__poultry__chicken"": 1, ""condiment"": 1, ""fast_food_brand__fast_food__mcdonalds"": 1, ""meat__poultry"": 1}",-,-,-,-,side_dish,salad,condiment,condiment,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,preparation,dry,-,-,306.17,gram,-,-,-,-,400,24,19,1230,-,4,-,31,-,-
3039,"{""preparation__dry"": 1, ""preparation__dry__baked"": 1, ""vegetable__podded_vegetables__drumstick"": 1, ""meat"": 1, ""preparation"": 1, ""vegetable__podded_vegetables"": 1, ""vegetable"": 1, ""meat__poultry"": 1, ""meat__poultry__chicken"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,vegetable,podded_vegetables,-,-,-,-,-,-,-,-,preparation,dry,-,-,175.77,gram,-,-,-,-,315,15,0,179,-,0,-,44,-,-
3040,"{""dessert"": 1, ""dessert__confectionery__caramel"": 1, ""beverage__coffee"": 1, ""beverage"": 1, ""dessert__confectionery"": 1, ""beverage__coffee__macchiato"": 1}",-,-,-,-,-,-,-,-,beverage,coffee,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,680.39,gram,-,-,-,-,180,0,35,125,-,0,-,10,-,-
3041,"{""snack__snack"": 1, ""snack"": 1, ""snack__snack__cookie"": 1, ""dietary_supplement__bodybuilding_supplements"": 1, ""dietary_supplement__bodybuilding_supplements__protein_bar"": 1, ""dietary_supplement"": 1}",dietary_supplement,bodybuilding_supplements,-,-,-,-,-,-,-,-,snack,snack,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,bar,190,7,20,200,-,1,-,14,-,-
3042,"{""snack_brand"": 1, ""snack_brand__snack_brand__lay"": 1, ""snack_brand__snack_brand__cheetos"": 1, ""snack_brand__snack_brand"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,snack_brand,snack_brand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.00,gram,-,-,21.00,piece,300,20,26,500,-,2,-,4,-,-
